label,text
0,"Thank you for your interest in the Backend Developer role. Your availability confirmation is needed. Let us know if you have any questions."
0,"Thank you for your interest in the Product Engineer role. Your interview has been scheduled. Please confirm your availability."
0,"Thank you for your interest in the Data Analyst role. Your profile has been shortlisted. Please review the attached document."
0,"Thank you for your interest in the Data Analyst role. Your interview has been scheduled. Please join using the meeting link in the calendar invite."
0,"Thank you for your interest in the QA Engineer role. Your technical assessment is ready. Kindly respond at your earliest convenience."
0,"Thank you for your interest in the DevOps Engineer role. Your interview has been scheduled. Please upload the requested documents to continue."
0,"Thank you for your interest in the Machine Learning Engineer role. Your hiring team would like to speak with you. Please review the attached document."
0,"Thank you for your interest in the DevOps Engineer role. Your application is under review. Please upload the requested documents to continue."
0,"Thank you for your interest in the Python Developer role. Your application is under review. Please join using the meeting link in the calendar invite."
0,"Thank you for your interest in the QA Engineer role. Your application has been received. Please complete the next step by tomorrow."
0,"Thank you for your interest in the Python Developer role. Your offer letter is attached. We look forward to hearing from you."
0,"Thank you for your interest in the DevOps Engineer role. Your final round discussion is planned. Please confirm your availability."
0,"Thank you for your interest in the QA Engineer role. Your interview has been scheduled. Please complete the next step by tomorrow."
0,"Thank you for your interest in the Machine Learning Engineer role. Your interview has been scheduled. Let us know if you have any questions."
0,"Thank you for your interest in the DevOps Engineer role. Your profile has been shortlisted. Please confirm your availability."
0,"Thank you for your interest in the Machine Learning Engineer role. Your hiring team would like to speak with you. Please confirm your availability."
0,"Thank you for your interest in the Product Engineer role. Your application has been received. Please join using the meeting link in the calendar invite."
0,"Thank you for your interest in the Software Engineer role. Your offer letter is attached. Kindly respond at your earliest convenience."
0,"Thank you for your interest in the Machine Learning Engineer role. Your application is under review. Please review the attached document."
0,"Thank you for your interest in the DevOps Engineer role. Your recruiter call is confirmed. Let us know if you have any questions."
0,"Thank you for your interest in the Frontend Developer role. Your technical assessment is ready. Please complete the next step by tomorrow."
0,"Thank you for your interest in the Product Engineer role. Your availability confirmation is needed. Kindly respond at your earliest convenience."
0,"Thank you for your interest in the Backend Developer role. Your availability confirmation is needed. Please join using the meeting link in the calendar invite."
0,"Thank you for your interest in the DevOps Engineer role. Your hiring team would like to speak with you. We look forward to hearing from you."
0,"Thank you for your interest in the Machine Learning Engineer role. Your recruiter call is confirmed. Please review the attached document."
0,"Thank you for your interest in the Cloud Engineer role. Your application has been received. Please complete the next step by tomorrow."
0,"Thank you for your interest in the Data Analyst role. Your final round discussion is planned. We look forward to hearing from you."
0,"Thank you for your interest in the Machine Learning Engineer role. Your application is under review. Please review the attached document."
0,"Thank you for your interest in the Data Analyst role. Your technical assessment is ready. Please join using the meeting link in the calendar invite."
0,"Thank you for your interest in the Data Analyst role. Your recruiter call is confirmed. Please join using the meeting link in the calendar invite."
0,"Thank you for your interest in the Product Engineer role. Your interview has been scheduled. Please upload the requested documents to continue."
0,"Thank you for your interest in the DevOps Engineer role. Your final round discussion is planned. Please complete the next step by tomorrow."
0,"Thank you for your interest in the Python Developer role. Your availability confirmation is needed. Please review the attached document."
0,"Thank you for your interest in the Cloud Engineer role. Your final round discussion is planned. Please confirm your availability."
0,"Thank you for your interest in the Machine Learning Engineer role. Your hiring team would like to speak with you. Kindly respond at your earliest convenience."
0,"Thank you for your interest in the Product Engineer role. Your application is under review. Please review the attached document."
0,"Thank you for your interest in the Python Developer role. Your interview has been scheduled. Kindly respond at your earliest convenience."
0,"Thank you for your interest in the Frontend Developer role. Your recruiter call is confirmed. Please review the attached document."
0,"Thank you for your interest in the DevOps Engineer role. Your interview has been scheduled. Please upload the requested documents to continue."
0,"Thank you for your interest in the Machine Learning Engineer role. Your application has been received. Let us know if you have any questions."
0,"Thank you for your interest in the Data Analyst role. Your application has been received. Please confirm your availability."
0,"Thank you for your interest in the Software Engineer role. Your interview has been scheduled. We look forward to hearing from you."
0,"Thank you for your interest in the Backend Developer role. Your technical assessment is ready. Please confirm your availability."
0,"Thank you for your interest in the Python Developer role. Your application is under review. Let us know if you have any questions."
0,"Thank you for your interest in the Software Engineer role. Your hiring team would like to speak with you. Please join using the meeting link in the calendar invite."
0,"Thank you for your interest in the Backend Developer role. Your application is under review. Please review the attached document."
0,"Thank you for your interest in the Data Analyst role. Your offer letter is attached. Please review the attached document."
0,"Thank you for your interest in the Backend Developer role. Your final round discussion is planned. Please upload the requested documents to continue."
0,"Thank you for your interest in the Software Engineer role. Your recruiter call is confirmed. Kindly respond at your earliest convenience."
0,"Thank you for your interest in the Python Developer role. Your availability confirmation is needed. We look forward to hearing from you."
0,"Thank you for your interest in the Frontend Developer role. Your offer letter is attached. Please confirm your availability."
0,"Thank you for your interest in the Data Analyst role. Your offer letter is attached. Please review the attached document."
0,"Thank you for your interest in the QA Engineer role. Your final round discussion is planned. Please complete the next step by tomorrow."
0,"Thank you for your interest in the Software Engineer role. Your recruiter call is confirmed. Kindly respond at your earliest convenience."
0,"Thank you for your interest in the Backend Developer role. Your availability confirmation is needed. Please upload the requested documents to continue."
0,"Thank you for your interest in the Python Developer role. Your technical assessment is ready. Please upload the requested documents to continue."
0,"Thank you for your interest in the Data Analyst role. Your profile has been shortlisted. Please upload the requested documents to continue."
0,"Thank you for your interest in the Data Analyst role. Your profile has been shortlisted. Please upload the requested documents to continue."
0,"Thank you for your interest in the QA Engineer role. Your offer letter is attached. Let us know if you have any questions."
0,"Thank you for your interest in the Data Analyst role. Your final round discussion is planned. Please confirm your availability."
0,"Thank you for your interest in the Machine Learning Engineer role. Your interview has been scheduled. Please complete the next step by tomorrow."
0,"Thank you for your interest in the Python Developer role. Your recruiter call is confirmed. Please upload the requested documents to continue."
0,"Thank you for your interest in the Frontend Developer role. Your application is under review. Let us know if you have any questions."
0,"Thank you for your interest in the Python Developer role. Your final round discussion is planned. Please join using the meeting link in the calendar invite."
0,"Thank you for your interest in the DevOps Engineer role. Your final round discussion is planned. We look forward to hearing from you."
0,"Thank you for your interest in the Product Engineer role. Your offer letter is attached. Please join using the meeting link in the calendar invite."
0,"Thank you for your interest in the Python Developer role. Your technical assessment is ready. Kindly respond at your earliest convenience."
0,"Thank you for your interest in the Cloud Engineer role. Your interview has been scheduled. Please confirm your availability."
0,"Thank you for your interest in the Data Analyst role. Your offer letter is attached. Let us know if you have any questions."
0,"Thank you for your interest in the Machine Learning Engineer role. Your availability confirmation is needed. Please upload the requested documents to continue."
0,"Thank you for your interest in the DevOps Engineer role. Your recruiter call is confirmed. Please confirm your availability."
0,"Thank you for your interest in the Python Developer role. Your availability confirmation is needed. Please confirm your availability."
0,"Thank you for your interest in the DevOps Engineer role. Your availability confirmation is needed. Please upload the requested documents to continue."
0,"Thank you for your interest in the Machine Learning Engineer role. Your application has been received. Please upload the requested documents to continue."
0,"Thank you for your interest in the Backend Developer role. Your availability confirmation is needed. Let us know if you have any questions."
0,"Thank you for your interest in the QA Engineer role. Your final round discussion is planned. Please upload the requested documents to continue."
0,"Thank you for your interest in the Cloud Engineer role. Your availability confirmation is needed. Please complete the next step by tomorrow."
0,"Thank you for your interest in the Software Engineer role. Your final round discussion is planned. Please join using the meeting link in the calendar invite."
0,"Thank you for your interest in the Cloud Engineer role. Your final round discussion is planned. Please complete the next step by tomorrow."
0,"Thank you for your interest in the Software Engineer role. Your final round discussion is planned. Please join using the meeting link in the calendar invite."
0,"Thank you for your interest in the Machine Learning Engineer role. Your offer letter is attached. Please review the attached document."
0,"Thank you for your interest in the Cloud Engineer role. Your application is under review. Please review the attached document."
0,"Thank you for your interest in the Cloud Engineer role. Your hiring team would like to speak with you. Kindly respond at your earliest convenience."
0,"Thank you for your interest in the Backend Developer role. Your application is under review. Please complete the next step by tomorrow."
0,"Thank you for your interest in the Cloud Engineer role. Your technical assessment is ready. Kindly respond at your earliest convenience."
0,"Thank you for your interest in the Cloud Engineer role. Your application has been received. Please confirm your availability."
0,"Thank you for your interest in the Python Developer role. Your application is under review. Kindly respond at your earliest convenience."
0,"Thank you for your interest in the Software Engineer role. Your application is under review. We look forward to hearing from you."
0,"Thank you for your interest in the Python Developer role. Your hiring team would like to speak with you. Let us know if you have any questions."
0,"Thank you for your interest in the Product Engineer role. Your recruiter call is confirmed. Please review the attached document."
0,"Thank you for your interest in the Software Engineer role. Your final round discussion is planned. Kindly respond at your earliest convenience."
0,"Thank you for your interest in the Software Engineer role. Your profile has been shortlisted. Let us know if you have any questions."
0,"Thank you for your interest in the Data Analyst role. Your technical assessment is ready. Please upload the requested documents to continue."
0,"Thank you for your interest in the Software Engineer role. Your technical assessment is ready. Kindly respond at your earliest convenience."
0,"Thank you for your interest in the Data Analyst role. Your technical assessment is ready. Please upload the requested documents to continue."
0,"Thank you for your interest in the Software Engineer role. Your availability confirmation is needed. We look forward to hearing from you."
0,"Thank you for your interest in the Python Developer role. Your offer letter is attached. Let us know if you have any questions."
0,"Thank you for your interest in the Software Engineer role. Your final round discussion is planned. We look forward to hearing from you."
0,"Thank you for your interest in the Python Developer role. Your final round discussion is planned. Let us know if you have any questions."
0,"Thank you for your interest in the Backend Developer role. Your final round discussion is planned. Please join using the meeting link in the calendar invite."
0,"Thank you for your interest in the Data Analyst role. Your interview has been scheduled. Kindly respond at your earliest convenience."
0,"Thank you for your interest in the Data Analyst role. Your application has been received. Let us know if you have any questions."
0,"Thank you for your interest in the DevOps Engineer role. Your interview has been scheduled. Let us know if you have any questions."
0,"Thank you for your interest in the Backend Developer role. Your profile has been shortlisted. Please join using the meeting link in the calendar invite."
0,"Thank you for your interest in the Software Engineer role. Your interview has been scheduled. We look forward to hearing from you."
0,"Thank you for your interest in the Product Engineer role. Your offer letter is attached. Please confirm your availability."
0,"Thank you for your interest in the Software Engineer role. Your availability confirmation is needed. Kindly respond at your earliest convenience."
0,"Thank you for your interest in the Software Engineer role. Your interview has been scheduled. Let us know if you have any questions."
0,"Thank you for your interest in the Data Analyst role. Your profile has been shortlisted. We look forward to hearing from you."
0,"Thank you for your interest in the Cloud Engineer role. Your technical assessment is ready. Let us know if you have any questions."
0,"Thank you for your interest in the QA Engineer role. Your final round discussion is planned. Please confirm your availability."
0,"Thank you for your interest in the Software Engineer role. Your recruiter call is confirmed. Please complete the next step by tomorrow."
0,"Thank you for your interest in the DevOps Engineer role. Your availability confirmation is needed. Please confirm your availability."
0,"Thank you for your interest in the Frontend Developer role. Your hiring team would like to speak with you. Please complete the next step by tomorrow."
0,"Thank you for your interest in the QA Engineer role. Your hiring team would like to speak with you. Please join using the meeting link in the calendar invite."
0,"Thank you for your interest in the Machine Learning Engineer role. Your final round discussion is planned. Please review the attached document."
0,"Thank you for your interest in the Product Engineer role. Your hiring team would like to speak with you. Please review the attached document."
0,"Thank you for your interest in the Data Analyst role. Your technical assessment is ready. Please complete the next step by tomorrow."
0,"Thank you for your interest in the Software Engineer role. Your application has been received. Kindly respond at your earliest convenience."
0,"Thank you for your interest in the Python Developer role. Your availability confirmation is needed. Let us know if you have any questions."
0,"Thank you for your interest in the Cloud Engineer role. Your final round discussion is planned. Kindly respond at your earliest convenience."
0,"Thank you for your interest in the Software Engineer role. Your hiring team would like to speak with you. Please complete the next step by tomorrow."
0,"Thank you for your interest in the Cloud Engineer role. Your profile has been shortlisted. We look forward to hearing from you."
0,"Thank you for your interest in the Cloud Engineer role. Your application has been received. Please confirm your availability."
0,"Thank you for your interest in the Data Analyst role. Your hiring team would like to speak with you. Please join using the meeting link in the calendar invite."
0,"Thank you for your interest in the Cloud Engineer role. Your profile has been shortlisted. Please upload the requested documents to continue."
0,"Thank you for your interest in the Data Analyst role. Your hiring team would like to speak with you. Let us know if you have any questions."
0,"Thank you for your interest in the QA Engineer role. Your application is under review. We look forward to hearing from you."
0,"Thank you for your interest in the Frontend Developer role. Your final round discussion is planned. Please review the attached document."
0,"Thank you for your interest in the Backend Developer role. Your hiring team would like to speak with you. Please complete the next step by tomorrow."
0,"Thank you for your interest in the Backend Developer role. Your final round discussion is planned. Please complete the next step by tomorrow."
0,"Thank you for your interest in the Machine Learning Engineer role. Your availability confirmation is needed. Please confirm your availability."
0,"Thank you for your interest in the Python Developer role. Your offer letter is attached. Please complete the next step by tomorrow."
0,"Thank you for your interest in the Cloud Engineer role. Your recruiter call is confirmed. Kindly respond at your earliest convenience."
0,"Thank you for your interest in the Software Engineer role. Your application has been received. Please confirm your availability."
0,"Thank you for your interest in the QA Engineer role. Your application is under review. Let us know if you have any questions."
0,"Thank you for your interest in the QA Engineer role. Your hiring team would like to speak with you. Please complete the next step by tomorrow."
0,"Thank you for your interest in the Machine Learning Engineer role. Your technical assessment is ready. Please review the attached document."
0,"Thank you for your interest in the Software Engineer role. Your interview has been scheduled. Please upload the requested documents to continue."
0,"Thank you for your interest in the Backend Developer role. Your application has been received. Kindly respond at your earliest convenience."
0,"Thank you for your interest in the Software Engineer role. Your availability confirmation is needed. Let us know if you have any questions."
0,"Thank you for your interest in the DevOps Engineer role. Your availability confirmation is needed. Please upload the requested documents to continue."
0,"Thank you for your interest in the Python Developer role. Your availability confirmation is needed. We look forward to hearing from you."
0,"Thank you for your interest in the Frontend Developer role. Your final round discussion is planned. Please complete the next step by tomorrow."
0,"Thank you for your interest in the Software Engineer role. Your recruiter call is confirmed. Please review the attached document."
0,"Thank you for your interest in the Machine Learning Engineer role. Your recruiter call is confirmed. Please confirm your availability."
0,"Thank you for your interest in the Cloud Engineer role. Your offer letter is attached. We look forward to hearing from you."
0,"Thank you for your interest in the QA Engineer role. Your recruiter call is confirmed. Please review the attached document."
0,"Thank you for your interest in the Python Developer role. Your interview has been scheduled. Please upload the requested documents to continue."
0,"Thank you for your interest in the QA Engineer role. Your technical assessment is ready. Please upload the requested documents to continue."
0,"Thank you for your interest in the QA Engineer role. Your application has been received. Please join using the meeting link in the calendar invite."
0,"Thank you for your interest in the QA Engineer role. Your interview has been scheduled. Please upload the requested documents to continue."
0,"Thank you for your interest in the QA Engineer role. Your hiring team would like to speak with you. Please review the attached document."
0,"Thank you for your interest in the Machine Learning Engineer role. Your application is under review. Please upload the requested documents to continue."
0,"Thank you for your interest in the Software Engineer role. Your profile has been shortlisted. Please join using the meeting link in the calendar invite."
0,"Thank you for your interest in the Backend Developer role. Your application is under review. We look forward to hearing from you."
0,"Thank you for your interest in the DevOps Engineer role. Your technical assessment is ready. Please complete the next step by tomorrow."
0,"Thank you for your interest in the Software Engineer role. Your application is under review. Please confirm your availability."
0,"Thank you for your interest in the Product Engineer role. Your offer letter is attached. Let us know if you have any questions."
0,"Thank you for your interest in the DevOps Engineer role. Your availability confirmation is needed. Please confirm your availability."
0,"Thank you for your interest in the QA Engineer role. Your application is under review. Please join using the meeting link in the calendar invite."
0,"Thank you for your interest in the Data Analyst role. Your availability confirmation is needed. We look forward to hearing from you."
0,"Thank you for your interest in the Backend Developer role. Your application has been received. We look forward to hearing from you."
0,"Thank you for your interest in the Frontend Developer role. Your technical assessment is ready. Kindly respond at your earliest convenience."
0,"Thank you for your interest in the Python Developer role. Your interview has been scheduled. Please complete the next step by tomorrow."
0,"Thank you for your interest in the Cloud Engineer role. Your interview has been scheduled. Please upload the requested documents to continue."
0,"Thank you for your interest in the Python Developer role. Your profile has been shortlisted. Please join using the meeting link in the calendar invite."
0,"Thank you for your interest in the Machine Learning Engineer role. Your application is under review. Please complete the next step by tomorrow."
0,"Thank you for your interest in the Machine Learning Engineer role. Your profile has been shortlisted. Please complete the next step by tomorrow."
0,"Thank you for your interest in the Software Engineer role. Your application has been received. Please confirm your availability."
0,"Thank you for your interest in the Backend Developer role. Your interview has been scheduled. Please upload the requested documents to continue."
0,"Thank you for your interest in the DevOps Engineer role. Your technical assessment is ready. We look forward to hearing from you."
0,"Thank you for your interest in the Product Engineer role. Your availability confirmation is needed. Please join using the meeting link in the calendar invite."
0,"Thank you for your interest in the Software Engineer role. Your technical assessment is ready. Please review the attached document."
0,"Thank you for your interest in the Software Engineer role. Your application has been received. Please complete the next step by tomorrow."
0,"Thank you for your interest in the Product Engineer role. Your application is under review. Please confirm your availability."
0,"Thank you for your interest in the Data Analyst role. Your profile has been shortlisted. Please upload the requested documents to continue."
0,"Thank you for your interest in the Machine Learning Engineer role. Your offer letter is attached. Kindly respond at your earliest convenience."
0,"Thank you for your interest in the Cloud Engineer role. Your hiring team would like to speak with you. Please confirm your availability."
0,"Thank you for your interest in the Product Engineer role. Your hiring team would like to speak with you. Please confirm your availability."
0,"Thank you for your interest in the Machine Learning Engineer role. Your profile has been shortlisted. Please join using the meeting link in the calendar invite."
0,"Thank you for your interest in the Software Engineer role. Your interview has been scheduled. Let us know if you have any questions."
0,"Thank you for your interest in the Data Analyst role. Your offer letter is attached. Please complete the next step by tomorrow."
0,"Thank you for your interest in the DevOps Engineer role. Your hiring team would like to speak with you. Please complete the next step by tomorrow."
0,"Thank you for your interest in the Backend Developer role. Your application is under review. Let us know if you have any questions."
0,"Thank you for your interest in the QA Engineer role. Your technical assessment is ready. Please upload the requested documents to continue."
0,"Thank you for your interest in the Backend Developer role. Your hiring team would like to speak with you. Please upload the requested documents to continue."
0,"Thank you for your interest in the Software Engineer role. Your availability confirmation is needed. Please confirm your availability."
0,"Thank you for your interest in the QA Engineer role. Your profile has been shortlisted. Please complete the next step by tomorrow."
0,"Thank you for your interest in the Cloud Engineer role. Your technical assessment is ready. Let us know if you have any questions."
0,"Thank you for your interest in the DevOps Engineer role. Your application is under review. Please join using the meeting link in the calendar invite."
0,"Thank you for your interest in the Cloud Engineer role. Your hiring team would like to speak with you. Please upload the requested documents to continue."
0,"Thank you for your interest in the Frontend Developer role. Your technical assessment is ready. Please join using the meeting link in the calendar invite."
0,"Thank you for your interest in the Python Developer role. Your hiring team would like to speak with you. We look forward to hearing from you."
0,"Thank you for your interest in the Backend Developer role. Your hiring team would like to speak with you. Please review the attached document."
0,"Thank you for your interest in the DevOps Engineer role. Your technical assessment is ready. Kindly respond at your earliest convenience."
0,"Thank you for your interest in the Cloud Engineer role. Your technical assessment is ready. Please confirm your availability."
0,"Thank you for your interest in the QA Engineer role. Your recruiter call is confirmed. Please review the attached document."
0,"Thank you for your interest in the DevOps Engineer role. Your application is under review. Please complete the next step by tomorrow."
0,"Thank you for your interest in the Product Engineer role. Your hiring team would like to speak with you. Please review the attached document."
0,"Thank you for your interest in the Python Developer role. Your profile has been shortlisted. Please review the attached document."
0,"Thank you for your interest in the Software Engineer role. Your profile has been shortlisted. Kindly respond at your earliest convenience."
0,"Thank you for your interest in the Product Engineer role. Your availability confirmation is needed. Please complete the next step by tomorrow."
0,"Thank you for your interest in the Product Engineer role. Your interview has been scheduled. Please join using the meeting link in the calendar invite."
0,"Thank you for your interest in the Product Engineer role. Your availability confirmation is needed. Let us know if you have any questions."
0,"Thank you for your interest in the Cloud Engineer role. Your profile has been shortlisted. Let us know if you have any questions."
0,"Thank you for your interest in the Data Analyst role. Your hiring team would like to speak with you. Let us know if you have any questions."
0,"Thank you for your interest in the Cloud Engineer role. Your technical assessment is ready. Please review the attached document."
0,"Thank you for your interest in the Machine Learning Engineer role. Your application has been received. Please join using the meeting link in the calendar invite."
0,"Thank you for your interest in the Backend Developer role. Your application is under review. Please complete the next step by tomorrow."
0,"Thank you for your interest in the Frontend Developer role. Your availability confirmation is needed. Please confirm your availability."
0,"Thank you for your interest in the DevOps Engineer role. Your availability confirmation is needed. We look forward to hearing from you."
0,"Thank you for your interest in the Machine Learning Engineer role. Your offer letter is attached. Please review the attached document."
0,"Thank you for your interest in the Software Engineer role. Your availability confirmation is needed. Please upload the requested documents to continue."
0,"Thank you for your interest in the Cloud Engineer role. Your hiring team would like to speak with you. Please confirm your availability."
0,"Thank you for your interest in the Software Engineer role. Your availability confirmation is needed. Kindly respond at your earliest convenience."
0,"Thank you for your interest in the Backend Developer role. Your availability confirmation is needed. Kindly respond at your earliest convenience."
0,"Thank you for your interest in the Machine Learning Engineer role. Your application has been received. Please confirm your availability."
0,"Thank you for your interest in the QA Engineer role. Your interview has been scheduled. Please review the attached document."
0,"Thank you for your interest in the Data Analyst role. Your technical assessment is ready. Please join using the meeting link in the calendar invite."
0,"Thank you for your interest in the Python Developer role. Your availability confirmation is needed. Please review the attached document."
0,"Thank you for your interest in the Software Engineer role. Your profile has been shortlisted. Please upload the requested documents to continue."
0,"Thank you for your interest in the Backend Developer role. Your application has been received. Please review the attached document."
