text,label,hard_topic
Your return pickup for order ORD-885179 is scheduled on 24-Apr-2026 between 10 AM-1 PM.,0,shipping_order
Order ORD-464190 delayed due to weather. New delivery date: 01-Aug-2026.,0,shipping_order
Your order ORD-235018 has been shipped via Blue Dart. Expected delivery: 01-Oct-2026.,0,shipping_order
Receipt: INR 228544 credited to your wallet from reward points. Txn ID REF636676.,0,finance_transaction
Indeed recommendations: Top ML Engineer jobs near Hyderabad posted in last 24 hours.,0,job_alerts
Indeed recommendations: Top Software Engineer jobs near Hyderabad posted in last 24 hours.,0,job_alerts
Invoice INV-36630 generated for INR 131735. Due date: 09-Oct-2026.,0,finance_transaction
Shipment confirmed for order ORD-318349. Track with AWB AWB23509280 on Blue Dart.,0,shipping_order
LinkedIn Jobs: 13 new Data Analyst openings in Chennai match your profile.,0,job_alerts
Chase: Your payment of INR 145928 towards Jio has been completed. UTR: UTR58360819.,0,finance_transaction
Shipment confirmed for order ORD-720601. Track with AWB AWB32638439 on India Post.,0,shipping_order
Order ORD-453028 delayed due to weather. New delivery date: 06-Jan-2026.,0,shipping_order
Transaction successful: INR 216795 paid to Amazon using UPI. Ref REF885339.,0,finance_transaction
Transaction successful: INR 27362 paid to Zomato using UPI. Ref REF292229.,0,finance_transaction
Your return pickup for order ORD-643747 is scheduled on 12-Aug-2026 between 6 PM-9 PM.,0,shipping_order
Delivery update: Package ORD-608773 is out for delivery and should arrive by 10 PM.,0,shipping_order
Shipment confirmed for order ORD-296762. Track with AWB AWB60003567 on Blue Dart.,0,shipping_order
Invoice INV-12009 generated for INR 74248. Due date: 22-Sep-2026.,0,finance_transaction
Naukri alert: Recruiters viewed your profile 43 times this week. Explore fresh roles.,0,job_alerts
Indeed recommendations: Top QA Engineer jobs near Chennai posted in last 24 hours.,0,job_alerts
Naukri alert: Recruiters viewed your profile 61 times this week. Explore fresh roles.,0,job_alerts
Invoice INV-68162 generated for INR 66034. Due date: 05-May-2026.,0,finance_transaction
Axis Bank ALERT: INR 185326 debited from A/C ending 7632 via IMPS at Apple on 22-Jun-2026. Avl bal: INR 666104.,0,finance_transaction
Delivery update: Package ORD-849593 is out for delivery and should arrive by 8 PM.,0,shipping_order
Naukri alert: Recruiters viewed your profile 30 times this week. Explore fresh roles.,0,job_alerts
Shipment confirmed for order ORD-305082. Track with AWB AWB29155472 on DTDC.,0,shipping_order
Transaction successful: INR 47140 paid to Flipkart using IMPS. Ref REF349679.,0,finance_transaction
Your return pickup for order ORD-898891 is scheduled on 25-Apr-2026 between 10 AM-1 PM.,0,shipping_order
Your return pickup for order ORD-634869 is scheduled on 02-Sep-2026 between 10 AM-1 PM.,0,shipping_order
Naukri alert: Recruiters viewed your profile 13 times this week. Explore fresh roles.,0,job_alerts
Your order ORD-955349 has been shipped via Delhivery. Expected delivery: 14-Dec-2026.,0,shipping_order
Invoice INV-63866 generated for INR 131795. Due date: 09-Dec-2026.,0,finance_transaction
Receipt: INR 232763 credited to your wallet from bank transfer. Txn ID REF694213.,0,finance_transaction
Your order ORD-940611 has been shipped via FedEx. Expected delivery: 13-Oct-2026.,0,shipping_order
Job alert from Indeed: New openings for Software Engineer at Northbridge and similar companies.,0,job_alerts
Your return pickup for order ORD-208371 is scheduled on 20-Dec-2026 between 6 PM-9 PM.,0,shipping_order
Invoice INV-81286 generated for INR 35128. Due date: 28-Sep-2026.,0,finance_transaction
HSBC: Your payment of INR 181142 towards Airtel has been completed. UTR: UTR57379304.,0,finance_transaction
Invoice INV-99859 generated for INR 57756. Due date: 19-Sep-2026.,0,finance_transaction
Your order ORD-834409 has been shipped via UPS. Expected delivery: 21-Sep-2026.,0,shipping_order
Order ORD-897679 delayed due to weather. New delivery date: 23-Feb-2026.,0,shipping_order
Your order ORD-361534 has been shipped via FedEx. Expected delivery: 02-Mar-2026.,0,shipping_order
Transaction successful: INR 3196 paid to Apple using UPI. Ref REF561941.,0,finance_transaction
ICICI Bank: Your payment of INR 233041 towards Myntra has been completed. UTR: UTR37103863.,0,finance_transaction
Receipt: INR 125961 credited to your wallet from refund. Txn ID REF154535.,0,finance_transaction
Job alert from Foundit: New openings for Data Analyst at Northbridge and similar companies.,0,job_alerts
Your return pickup for order ORD-861379 is scheduled on 27-Jun-2026 between 2 PM-5 PM.,0,shipping_order
Naukri alert: Recruiters viewed your profile 10 times this week. Explore fresh roles.,0,job_alerts
Transaction successful: INR 53134 paid to Google Play using UPI. Ref REF928385.,0,finance_transaction
Your order ORD-311514 has been shipped via Blue Dart. Expected delivery: 20-Jun-2026.,0,shipping_order
Your saved search 'Data Analyst Kolkata' has 33 new matches today.,0,job_alerts
Transaction successful: INR 54579 paid to Jio using netbanking. Ref REF601527.,0,finance_transaction
Order ORD-694167 delayed due to weather. New delivery date: 18-Jan-2026.,0,shipping_order
Shipment confirmed for order ORD-340058. Track with AWB AWB77578075 on UPS.,0,shipping_order
SBI: Your payment of INR 69110 towards Jio has been completed. UTR: UTR18200490.,0,finance_transaction
Your order ORD-703520 has been shipped via Blue Dart. Expected delivery: 23-Sep-2026.,0,shipping_order
Your saved search 'Product Manager Hyderabad' has 35 new matches today.,0,job_alerts
Indeed recommendations: Top Product Manager jobs near Mumbai posted in last 24 hours.,0,job_alerts
Naukri alert: Recruiters viewed your profile 70 times this week. Explore fresh roles.,0,job_alerts
Job alert from LinkedIn: New openings for QA Engineer at Acme Tech and similar companies.,0,job_alerts
Indeed recommendations: Top Data Analyst jobs near Delhi posted in last 24 hours.,0,job_alerts
Shipment confirmed for order ORD-739162. Track with AWB AWB89952137 on UPS.,0,shipping_order
Job alert from Naukri: New openings for Backend Developer at BluePeak and similar companies.,0,job_alerts
LinkedIn Jobs: 52 new Backend Developer openings in Bengaluru match your profile.,0,job_alerts
LinkedIn Jobs: 11 new Backend Developer openings in Pune match your profile.,0,job_alerts
Order ORD-167183 delayed due to weather. New delivery date: 22-Mar-2026.,0,shipping_order
Order ORD-322832 delayed due to weather. New delivery date: 24-Apr-2026.,0,shipping_order
Invoice INV-23388 generated for INR 50170. Due date: 27-Nov-2026.,0,finance_transaction
Your return pickup for order ORD-127360 is scheduled on 04-Jan-2026 between 6 PM-9 PM.,0,shipping_order
Receipt: INR 142347 credited to your wallet from salary account. Txn ID REF283332.,0,finance_transaction
Job alert from LinkedIn: New openings for Data Analyst at Orion Systems and similar companies.,0,job_alerts
Order ORD-264423 delayed due to weather. New delivery date: 21-Mar-2026.,0,shipping_order
Your order ORD-252758 has been shipped via DTDC. Expected delivery: 01-Jun-2026.,0,shipping_order
Your return pickup for order ORD-330190 is scheduled on 02-Dec-2026 between 6 PM-9 PM.,0,shipping_order
Your order ORD-785249 has been shipped via Blue Dart. Expected delivery: 09-Apr-2026.,0,shipping_order
Your return pickup for order ORD-609398 is scheduled on 18-Jun-2026 between 2 PM-5 PM.,0,shipping_order
Job alert from LinkedIn: New openings for Backend Developer at Northbridge and similar companies.,0,job_alerts
Naukri alert: Recruiters viewed your profile 69 times this week. Explore fresh roles.,0,job_alerts
LinkedIn Jobs: 20 new Backend Developer openings in Bengaluru match your profile.,0,job_alerts
Naukri alert: Recruiters viewed your profile 16 times this week. Explore fresh roles.,0,job_alerts
LinkedIn Jobs: 32 new ML Engineer openings in Kolkata match your profile.,0,job_alerts
Your return pickup for order ORD-428762 is scheduled on 19-Aug-2026 between 10 AM-1 PM.,0,shipping_order
Invoice INV-8666 generated for INR 70153. Due date: 15-Aug-2026.,0,finance_transaction
Indeed recommendations: Top ML Engineer jobs near Bengaluru posted in last 24 hours.,0,job_alerts
HDFC Bank: Your payment of INR 39553 towards Netflix has been completed. UTR: UTR64544291.,0,finance_transaction
Order ORD-841656 delayed due to weather. New delivery date: 13-Sep-2026.,0,shipping_order
Job alert from Wellfound: New openings for Data Analyst at Acme Tech and similar companies.,0,job_alerts
Job alert from Naukri: New openings for Backend Developer at BluePeak and similar companies.,0,job_alerts
Your order ORD-779330 has been shipped via FedEx. Expected delivery: 18-Apr-2026.,0,shipping_order
Delivery update: Package ORD-312807 is out for delivery and should arrive by 3 PM.,0,shipping_order
Your order ORD-966580 has been shipped via UPS. Expected delivery: 04-Feb-2026.,0,shipping_order
Job alert from Indeed: New openings for Data Analyst at Aster Digital and similar companies.,0,job_alerts
Your return pickup for order ORD-303174 is scheduled on 14-Feb-2026 between 10 AM-1 PM.,0,shipping_order
Job alert from LinkedIn: New openings for QA Engineer at Northbridge and similar companies.,0,job_alerts
Job alert from Indeed: New openings for Product Manager at Northbridge and similar companies.,0,job_alerts
SBI: Your payment of INR 175298 towards Apple has been completed. UTR: UTR69656154.,0,finance_transaction
Receipt: INR 232762 credited to your wallet from bank transfer. Txn ID REF118683.,0,finance_transaction
Indeed recommendations: Top Product Manager jobs near Mumbai posted in last 24 hours.,0,job_alerts
Your return pickup for order ORD-314091 is scheduled on 08-Nov-2026 between 6 PM-9 PM.,0,shipping_order
Your return pickup for order ORD-387686 is scheduled on 11-Apr-2026 between 6 PM-9 PM.,0,shipping_order
Shipment confirmed for order ORD-329936. Track with AWB AWB85666141 on Blue Dart.,0,shipping_order
Your order ORD-409445 has been shipped via Blue Dart. Expected delivery: 25-Feb-2026.,0,shipping_order
LinkedIn Jobs: 35 new Product Manager openings in Bengaluru match your profile.,0,job_alerts
HSBC: Your payment of INR 39067 towards Swiggy has been completed. UTR: UTR32200132.,0,finance_transaction
Your order ORD-250312 has been shipped via UPS. Expected delivery: 28-Oct-2026.,0,shipping_order
SBI ALERT: INR 17723 debited from A/C ending 4866 via NEFT at Airtel on 13-Oct-2026. Avl bal: INR 34958.,0,finance_transaction
Job alert from Naukri: New openings for QA Engineer at Northbridge and similar companies.,0,job_alerts
Axis Bank ALERT: INR 122590 debited from A/C ending 1835 via netbanking at Netflix on 27-Sep-2026. Avl bal: INR 886261.,0,finance_transaction
Receipt: INR 239473 credited to your wallet from salary account. Txn ID REF229765.,0,finance_transaction
Your order ORD-916953 has been shipped via Delhivery. Expected delivery: 27-Dec-2026.,0,shipping_order
HSBC ALERT: INR 74252 debited from A/C ending 5555 via card at Jio on 27-Sep-2026. Avl bal: INR 289042.,0,finance_transaction
Naukri alert: Recruiters viewed your profile 56 times this week. Explore fresh roles.,0,job_alerts
Transaction successful: INR 234020 paid to Swiggy using netbanking. Ref REF191115.,0,finance_transaction
Your order ORD-609253 has been shipped via Blue Dart. Expected delivery: 03-May-2026.,0,shipping_order
Indeed recommendations: Top Backend Developer jobs near Mumbai posted in last 24 hours.,0,job_alerts
Chase ALERT: INR 33500 debited from A/C ending 6134 via card at Google Play on 24-Jan-2026. Avl bal: INR 326896.,0,finance_transaction
Receipt: INR 124579 credited to your wallet from salary account. Txn ID REF485602.,0,finance_transaction
Your saved search 'Software Engineer Pune' has 32 new matches today.,0,job_alerts
Job alert from Indeed: New openings for Backend Developer at BluePeak and similar companies.,0,job_alerts
Order ORD-527452 delayed due to weather. New delivery date: 13-Jan-2026.,0,shipping_order
Indeed recommendations: Top QA Engineer jobs near Hyderabad posted in last 24 hours.,0,job_alerts
Delivery update: Package ORD-675770 is out for delivery and should arrive by 8 PM.,0,shipping_order
Your order ORD-205940 has been shipped via Blue Dart. Expected delivery: 06-Jan-2026.,0,shipping_order
Job alert from Foundit: New openings for Product Manager at BluePeak and similar companies.,0,job_alerts
LinkedIn Jobs: 23 new Product Manager openings in Mumbai match your profile.,0,job_alerts
Job alert from Wellfound: New openings for ML Engineer at Northbridge and similar companies.,0,job_alerts
Naukri alert: Recruiters viewed your profile 17 times this week. Explore fresh roles.,0,job_alerts
Job alert from Naukri: New openings for ML Engineer at Zenith Labs and similar companies.,0,job_alerts
Shipment confirmed for order ORD-554290. Track with AWB AWB99799268 on FedEx.,0,shipping_order
Receipt: INR 245286 credited to your wallet from bank transfer. Txn ID REF792044.,0,finance_transaction
Shipment confirmed for order ORD-832235. Track with AWB AWB45056327 on India Post.,0,shipping_order
Invoice INV-67409 generated for INR 44236. Due date: 19-Apr-2026.,0,finance_transaction
SBI: Your payment of INR 149340 towards Airtel has been completed. UTR: UTR89666872.,0,finance_transaction
Invoice INV-70552 generated for INR 163800. Due date: 23-Jan-2026.,0,finance_transaction
Your order ORD-517713 has been shipped via India Post. Expected delivery: 01-Aug-2026.,0,shipping_order
Naukri alert: Recruiters viewed your profile 41 times this week. Explore fresh roles.,0,job_alerts
Your return pickup for order ORD-134806 is scheduled on 09-Jun-2026 between 6 PM-9 PM.,0,shipping_order
Naukri alert: Recruiters viewed your profile 58 times this week. Explore fresh roles.,0,job_alerts
ICICI Bank ALERT: INR 186835 debited from A/C ending 6493 via card at Swiggy on 08-Nov-2026. Avl bal: INR 349324.,0,finance_transaction
Transaction successful: INR 98807 paid to Zomato using UPI. Ref REF224674.,0,finance_transaction
HDFC Bank ALERT: INR 60274 debited from A/C ending 8975 via IMPS at Apple on 25-Feb-2026. Avl bal: INR 58451.,0,finance_transaction
Your saved search 'QA Engineer Bengaluru' has 46 new matches today.,0,job_alerts
Transaction successful: INR 30221 paid to Jio using IMPS. Ref REF437329.,0,finance_transaction
Order ORD-763366 delayed due to weather. New delivery date: 26-Feb-2026.,0,shipping_order
Your return pickup for order ORD-248755 is scheduled on 03-Jul-2026 between 6 PM-9 PM.,0,shipping_order
ICICI Bank: Your payment of INR 217068 towards Netflix has been completed. UTR: UTR85013013.,0,finance_transaction
Transaction successful: INR 162391 paid to Flipkart using IMPS. Ref REF481105.,0,finance_transaction
Your order ORD-397219 has been shipped via India Post. Expected delivery: 23-Apr-2026.,0,shipping_order
Order ORD-263205 delayed due to weather. New delivery date: 06-Feb-2026.,0,shipping_order
Shipment confirmed for order ORD-999671. Track with AWB AWB77691262 on DTDC.,0,shipping_order
Delivery update: Package ORD-943202 is out for delivery and should arrive by 10 PM.,0,shipping_order
Invoice INV-14928 generated for INR 30240. Due date: 11-May-2026.,0,finance_transaction
Transaction successful: INR 17840 paid to Swiggy using netbanking. Ref REF135410.,0,finance_transaction
Naukri alert: Recruiters viewed your profile 55 times this week. Explore fresh roles.,0,job_alerts
Naukri alert: Recruiters viewed your profile 27 times this week. Explore fresh roles.,0,job_alerts
Your saved search 'ML Engineer Kolkata' has 26 new matches today.,0,job_alerts
Naukri alert: Recruiters viewed your profile 64 times this week. Explore fresh roles.,0,job_alerts
LinkedIn Jobs: 61 new Software Engineer openings in Mumbai match your profile.,0,job_alerts
Your order ORD-366687 has been shipped via FedEx. Expected delivery: 03-Jul-2026.,0,shipping_order
LinkedIn Jobs: 5 new Product Manager openings in Bengaluru match your profile.,0,job_alerts
Delivery update: Package ORD-845717 is out for delivery and should arrive by 8 PM.,0,shipping_order
Your order ORD-109395 has been shipped via Blue Dart. Expected delivery: 02-Aug-2026.,0,shipping_order
Invoice INV-42383 generated for INR 126444. Due date: 14-Jun-2026.,0,finance_transaction
LinkedIn Jobs: 74 new Data Analyst openings in Hyderabad match your profile.,0,job_alerts
Delivery update: Package ORD-729637 is out for delivery and should arrive by 8 PM.,0,shipping_order
Transaction successful: INR 87822 paid to Jio using netbanking. Ref REF781918.,0,finance_transaction
HDFC Bank ALERT: INR 92120 debited from A/C ending 2976 via IMPS at Airtel on 08-Sep-2026. Avl bal: INR 684510.,0,finance_transaction
Axis Bank ALERT: INR 11885 debited from A/C ending 1840 via UPI at Swiggy on 11-Jun-2026. Avl bal: INR 274881.,0,finance_transaction
SBI ALERT: INR 78770 debited from A/C ending 4994 via netbanking at Netflix on 03-Apr-2026. Avl bal: INR 565618.,0,finance_transaction
Wells Fargo: Your payment of INR 209693 towards Amazon has been completed. UTR: UTR66487529.,0,finance_transaction
Naukri alert: Recruiters viewed your profile 52 times this week. Explore fresh roles.,0,job_alerts
Shipment confirmed for order ORD-393264. Track with AWB AWB14619362 on UPS.,0,shipping_order
Delivery update: Package ORD-282166 is out for delivery and should arrive by 3 PM.,0,shipping_order
Your order ORD-572035 has been shipped via India Post. Expected delivery: 06-Jan-2026.,0,shipping_order
Job alert from LinkedIn: New openings for QA Engineer at Zenith Labs and similar companies.,0,job_alerts
Order ORD-631180 delayed due to weather. New delivery date: 03-Mar-2026.,0,shipping_order
Receipt: INR 136294 credited to your wallet from reward points. Txn ID REF142501.,0,finance_transaction
LinkedIn Jobs: 60 new ML Engineer openings in Bengaluru match your profile.,0,job_alerts
Job alert from Foundit: New openings for QA Engineer at Acme Tech and similar companies.,0,job_alerts
Your return pickup for order ORD-914348 is scheduled on 24-Mar-2026 between 10 AM-1 PM.,0,shipping_order
Shipment confirmed for order ORD-861467. Track with AWB AWB11963991 on FedEx.,0,shipping_order
Receipt: INR 16727 credited to your wallet from cashback. Txn ID REF823024.,0,finance_transaction
Your return pickup for order ORD-673116 is scheduled on 19-Jul-2026 between 2 PM-5 PM.,0,shipping_order
Your return pickup for order ORD-388873 is scheduled on 20-Oct-2026 between 2 PM-5 PM.,0,shipping_order
Shipment confirmed for order ORD-387619. Track with AWB AWB79215671 on FedEx.,0,shipping_order
Delivery update: Package ORD-952853 is out for delivery and should arrive by 3 PM.,0,shipping_order
Invoice INV-8443 generated for INR 138051. Due date: 15-Nov-2026.,0,finance_transaction
ICICI Bank: Your payment of INR 55299 towards Flipkart has been completed. UTR: UTR17224328.,0,finance_transaction
LinkedIn Jobs: 29 new ML Engineer openings in Pune match your profile.,0,job_alerts
Shipment confirmed for order ORD-893959. Track with AWB AWB69643600 on FedEx.,0,shipping_order
HSBC ALERT: INR 244585 debited from A/C ending 3132 via card at Zomato on 06-Aug-2026. Avl bal: INR 425321.,0,finance_transaction
Order ORD-762039 delayed due to weather. New delivery date: 03-Dec-2026.,0,shipping_order
Your return pickup for order ORD-876742 is scheduled on 05-Jan-2026 between 2 PM-5 PM.,0,shipping_order
Shipment confirmed for order ORD-594529. Track with AWB AWB40193522 on Delhivery.,0,shipping_order
Receipt: INR 111014 credited to your wallet from salary account. Txn ID REF193511.,0,finance_transaction
Shipment confirmed for order ORD-369072. Track with AWB AWB33469072 on Blue Dart.,0,shipping_order
HSBC ALERT: INR 77823 debited from A/C ending 7386 via netbanking at Jio on 16-Aug-2026. Avl bal: INR 338558.,0,finance_transaction
Your return pickup for order ORD-654795 is scheduled on 15-Jan-2026 between 2 PM-5 PM.,0,shipping_order
Invoice INV-55485 generated for INR 27134. Due date: 12-Mar-2026.,0,finance_transaction
Order ORD-980127 delayed due to weather. New delivery date: 05-Jul-2026.,0,shipping_order
Naukri alert: Recruiters viewed your profile 20 times this week. Explore fresh roles.,0,job_alerts
Invoice INV-93751 generated for INR 135697. Due date: 28-Jul-2026.,0,finance_transaction
LinkedIn Jobs: 4 new ML Engineer openings in Delhi match your profile.,0,job_alerts
SBI: Your payment of INR 88346 towards Netflix has been completed. UTR: UTR81919006.,0,finance_transaction
Axis Bank: Your payment of INR 22907 towards Zomato has been completed. UTR: UTR33585298.,0,finance_transaction
Your saved search 'QA Engineer Delhi' has 20 new matches today.,0,job_alerts
Chase: Your payment of INR 52261 towards Google Play has been completed. UTR: UTR96200025.,0,finance_transaction
Axis Bank: Your payment of INR 235390 towards Apple has been completed. UTR: UTR91752736.,0,finance_transaction
HDFC Bank: Your payment of INR 138702 towards Netflix has been completed. UTR: UTR47264814.,0,finance_transaction
Your saved search 'Data Analyst Pune' has 46 new matches today.,0,job_alerts
Your order ORD-231596 has been shipped via DTDC. Expected delivery: 26-Sep-2026.,0,shipping_order
Order ORD-229300 delayed due to weather. New delivery date: 07-Feb-2026.,0,shipping_order
Receipt: INR 181054 credited to your wallet from reward points. Txn ID REF240057.,0,finance_transaction
Indeed recommendations: Top Product Manager jobs near Delhi posted in last 24 hours.,0,job_alerts
Delivery update: Package ORD-734604 is out for delivery and should arrive by 3 PM.,0,shipping_order
Chase: Your payment of INR 136945 towards Myntra has been completed. UTR: UTR51636644.,0,finance_transaction
Naukri alert: Recruiters viewed your profile 47 times this week. Explore fresh roles.,0,job_alerts
Receipt: INR 61736 credited to your wallet from salary account. Txn ID REF328295.,0,finance_transaction
Shipment confirmed for order ORD-364883. Track with AWB AWB22931995 on DTDC.,0,shipping_order
Shipment confirmed for order ORD-749679. Track with AWB AWB19455200 on India Post.,0,shipping_order
Invoice INV-36593 generated for INR 218495. Due date: 13-Nov-2026.,0,finance_transaction
Order ORD-111208 delayed due to weather. New delivery date: 25-Dec-2026.,0,shipping_order
Receipt: INR 76164 credited to your wallet from bank transfer. Txn ID REF426957.,0,finance_transaction
Your return pickup for order ORD-772529 is scheduled on 20-Mar-2026 between 10 AM-1 PM.,0,shipping_order
Your order ORD-999803 has been shipped via India Post. Expected delivery: 13-Oct-2026.,0,shipping_order
LinkedIn Jobs: 28 new QA Engineer openings in Kolkata match your profile.,0,job_alerts
Your return pickup for order ORD-264211 is scheduled on 17-Mar-2026 between 6 PM-9 PM.,0,shipping_order
Receipt: INR 75970 credited to your wallet from refund. Txn ID REF943831.,0,finance_transaction
Indeed recommendations: Top QA Engineer jobs near Bengaluru posted in last 24 hours.,0,job_alerts
Indeed recommendations: Top Data Analyst jobs near Mumbai posted in last 24 hours.,0,job_alerts
Delivery update: Package ORD-437555 is out for delivery and should arrive by 6 PM.,0,shipping_order
LinkedIn Jobs: 20 new Software Engineer openings in Pune match your profile.,0,job_alerts
Shipment confirmed for order ORD-920318. Track with AWB AWB66399143 on UPS.,0,shipping_order
Your order ORD-686957 has been shipped via FedEx. Expected delivery: 05-Jul-2026.,0,shipping_order
Indeed recommendations: Top Data Analyst jobs near Mumbai posted in last 24 hours.,0,job_alerts
LinkedIn Jobs: 20 new ML Engineer openings in Chennai match your profile.,0,job_alerts
LinkedIn Jobs: 49 new QA Engineer openings in Pune match your profile.,0,job_alerts
LinkedIn Jobs: 26 new Product Manager openings in Mumbai match your profile.,0,job_alerts
Your order ORD-793450 has been shipped via UPS. Expected delivery: 12-May-2026.,0,shipping_order
Receipt: INR 83639 credited to your wallet from salary account. Txn ID REF476381.,0,finance_transaction
Your return pickup for order ORD-905462 is scheduled on 15-Jun-2026 between 10 AM-1 PM.,0,shipping_order
Order ORD-166267 delayed due to weather. New delivery date: 04-Dec-2026.,0,shipping_order
Shipment confirmed for order ORD-694904. Track with AWB AWB77250271 on India Post.,0,shipping_order
Shipment confirmed for order ORD-797093. Track with AWB AWB18324882 on Blue Dart.,0,shipping_order
Order ORD-551276 delayed due to weather. New delivery date: 17-Nov-2026.,0,shipping_order
Kotak: Your payment of INR 127577 towards Zomato has been completed. UTR: UTR66507791.,0,finance_transaction
Shipment confirmed for order ORD-923430. Track with AWB AWB23412790 on FedEx.,0,shipping_order
Naukri alert: Recruiters viewed your profile 24 times this week. Explore fresh roles.,0,job_alerts
Naukri alert: Recruiters viewed your profile 51 times this week. Explore fresh roles.,0,job_alerts
Invoice INV-54170 generated for INR 183018. Due date: 11-Nov-2026.,0,finance_transaction
LinkedIn Jobs: 75 new ML Engineer openings in Delhi match your profile.,0,job_alerts
Receipt: INR 158086 credited to your wallet from bank transfer. Txn ID REF353143.,0,finance_transaction
ICICI Bank ALERT: INR 81652 debited from A/C ending 4034 via IMPS at Flipkart on 03-Jun-2026. Avl bal: INR 326896.,0,finance_transaction
